Created_Time,Updated_Time,ABC News,Message,Comment_Count
2020-11-20T16:27:10+0000,2020-11-20T19:29:30+0000,ABC News,"""To know her is to love her. She's so much like me, but she's so much better than me."" Breonna Taylor's mother Tamika Palmer and other loved ones share about her impact, during an ABC News and Courier Journal special #ABC2020. #SayHerName #BreonnaTaylor https://abcn.ws/3nxCGc8",22
2020-11-20T16:14:56+0000,2020-11-20T20:22:47+0000,ABC News,"NEW: Joe Biden announces four new members of his incoming senior staff, forging ahead with his transition to the White House despite the Trump administration blocking his ascertainment as president-elect.",91
2020-11-20T16:05:47+0000,2020-11-20T20:23:54+0000,ABC News,HAPPENING NOW: House Speaker Nancy Pelosi holds weekly press conference. https://abcn.ws/36SytZP,392
2020-11-20T16:05:43+0000,2020-11-20T20:25:54+0000,ABC News,HAPPENING NOW: House Speaker Nancy Pelosi holds weekly news briefing. https://abcn.ws/2K0BLjq,574
2020-11-20T15:57:25+0000,2020-11-20T19:04:28+0000,ABC News,"In a pre-recorded video message, Alex Trebek urged anyone who has experienced symptoms of pancreatic cancer to seek out medical attention and get tested.",23
2020-11-20T15:31:12+0000,2020-11-20T19:52:16+0000,ABC News,"""The inability to save a patient despite doing everything you can is mentally exhausting. Now imagine doing that on repeat for eight months and counting.""",38
2020-11-20T15:18:07+0000,2020-11-20T18:49:55+0000,ABC News,"Gusty, warm winds and dry conditions help spread a new wildfire in the West, this time in Colorado Springs.

As of this morning, the Bear Creek Fire is 50% contained thanks to an aggressive aerial attack by firefighters.

Read more: https://abcn.ws/2UH3cn4",23
2020-11-20T15:15:00+0000,2020-11-20T20:20:03+0000,ABC News,"SNOWY SIMIANS: After the Denver Zoo was dressed in a fresh coat of snow, some of their western lowland gorillas couldn't contain their excitement to play in the wintry wonderland. https://abcn.ws/3pLM6Tk",70
2020-11-20T15:06:53+0000,2020-11-20T20:18:56+0000,ABC News,NEW: Sen. Rick Scott tests positive for COVID-19â€”the eighth member of Congress to test positive just this week. https://abcn.ws/391rCzS,236
2020-11-20T15:02:37+0000,2020-11-20T20:27:16+0000,ABC News,"NEW: Georgia Sec. of State Brad Raffensperger says he's ""disappointed"" Pres. Donald J. Trump lost the state, but as an engineer, ""I live by the motto that numbers don't lie. As Secretary of State, I believe that the numbers that we have presented today are correct.""

Georgia's audit of the presidential vote ""upheld and reaffirmed the original outcome"" that Joe Biden won, Raffensperger's office said Thursday night. abcn.ws/38Zl0SM",1153
